entity_id,name,normalized_name,entity_type,doc_id,chunk_id,confidence,evidence
ENT-6ac11683b541700879d8,2025,2025,date,DOC014,DOC014-C0016,0.98,"2025, time frame."
ENT-4e8add1749eaede783ce,2025,2025,date,DOC014,DOC014-C0017,0.98,"2025, time frame."
ENT-3effe5ded7a475eb926f,2025,2025,date,DOC014,DOC014-C0018,0.98,"2025, time frame."
ENT-faf344adcc9f9fc1a2ed,2025,2025,date,DOC014,DOC014-C0019,0.98,"2025, time frame."
ENT-9aab25611d79b1c1e94c,2025,2025,date,DOC014,DOC014-C0021,0.98,2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters38 Habitat Matters 2025 Canadian N A W M P Report Pacific Birds Habitat Joint Venture Canadian Intermount ain Joint Venture Prairie Habitat Joint Ve
ENT-cbcf59fc31a7d3aaed8a,2025,2025,date,DOC015,DOC015-C0001,0.98,"2025 Jason Sumners, Director Missouri Department of Conservation 2901 West Truman Blvd."
ENT-5b6ed2e573176f6d677a,2025,2025,date,DOC015,DOC015-C0002,0.98,2025.
ENT-ff2ebefd559642465970,2025,2025,date,DOC015,DOC015-C0005,0.98,2025 and 37 acres in Scott County in 2024.
ENT-b4701bd005b46cfcd37b,2025,2025,date,DOC016,DOC016-C0001,0.98,"2025 From Missouri Conservationist: January 2025 Stay In Touch Stay in Touch with MDC news, newsletters, events, and manage your subscription Link Sign Up View the Digital Magazine Download Issue 5.80 MB More Issues Media Im"
ENT-4d59fa5212b485b4a3f5,2025,2025,date,DOC029,DOC029-C0007,0.98,2025 Annual Implementation Report (AIR) West Coast Document Summary Report for the Shasta River Template Safe Harbor Agreement Implementation in 2024 Annual Implementation Report (AIR) West Coast Document 2024 Klamath Projec
ENT-ddda88c620bd35ccc3d2,2025,2025,date,DOC029,DOC029-C0008,0.98,2025 Annual Implementation Report (AIR) West Coast Document Summary Report for the Shasta River Template Safe Harbor Agreement Implementation in 2024 Annual Implementation Report (AIR) West Coast Document 2024 Klamath Projec
ENT-7d3e97e46a3e4278cd05,2025,2025,date,DOC033,DOC033-C0025,0.98,Delist Cuyahoga River as an Area of Concern by 2025 •
ENT-280e243c8f79b53f3bdb,2025,2025,date,DOC034,DOC034-C0047,0.98,"2025, and 3°C above the current level before the end of the next century."
ENT-4e98157eeaf68f3dc5b9,2025,2025,date,DOC036,DOC036-C0011,0.98,2025.
ENT-53e1c5e01f0a6db8aa7e,2025,2025,date,DOC036,DOC036-C0161,0.98,"2025, 100 percent of counties in the Combined Statistica l Area of St."
ENT-6caf19c354b63f8bd48c,2025,2025,date,DOC036,DOC036-C0187,0.98,The CCS will be reviewed on a five-year rotation starting in 2025.
ENT-4a9e347de1ca85148e0d,2025,2025,date,DOC036,DOC036-C0191,0.98,2025.
ENT-b54985c0652487eb5ef5,2025-2026,2025-2026,date,DOC014,DOC014-C0003,0.98,"In the 2025–2026 grant year, W H C will continue its contribution by supporting partners in another 29 conservation projects across Canada."
ENT-6805814098dcb4ad8250,2025-2034,2025-2034,date,DOC015,DOC015-C0002,0.98,2025-2034.
ENT-a3a8b05518d4ecaaaac2,2025-2034,2025-2034,date,DOC019,DOC019-C0001,0.98,2025-2034) 467.65 KB Description Our plan outlines five primary goals for deer management in Missouri.
ENT-5dbf0026eab6b2bec2e0,2026,2026,date,DOC002,DOC002-C0002,0.98,"2026 2027 2028 The department’s Water Protection Program will continue to maintain a webpage dedicated to the promotion of wetland resources, wetland research, and X X X X X X collaborative projects."
ENT-92b596b8ac823f2b97f3,2026,2026,date,DOC002,DOC002-C0003,0.98,"2026 2027 2028 The department and MU will continue to collaborate on the ways in which Geographic Information System (GIS) analyses can provide solutions for wetland protection and enhancement, and account for their role in"
ENT-a7ecb54c53c8d8adbdd2,2026,2026,date,DOC002,DOC002-C0004,0.98,2026 2027 2028 The department will review requests for Clean Water Act Section 401 Water Quality Certifications.
ENT-b7211c20323a8e750145,2026,2026,date,DOC002,DOC002-C0005,0.98,"2026 2027 2028 The department will participate in, and facilitate, the review and approval of wetland mitigation banking and in-lieu fee program instruments; including, review and approval of new wetland mitigation plans for"
ENT-675f2323336a07275bc9,2026,2026,date,DOC002,DOC002-C0006,0.98,2026 2027 2028 The 2018 Farm Bill (The Agricultural Act of 2018) rescinded the authorities for Wetland Reserve Program (WRP) and replaced the popular wetland program with the Agricultural Conservation Easement Program (ACEP)
ENT-d51c9db3c1b214312518,2026,2026,date,DOC002,DOC002-C0007,0.98,"2026 2027 2028 MDC will continue to manage wetland habitats to provide diverse hydrologic regimes, floristic quality, and plant structure within and across years throughout XMissouri, depending upon infrastructure capabiliti"
ENT-577a3f67a110e7b5bc03,2026,2026,date,DOC002,DOC002-C0008,0.98,2026 2027 2028 Establish reference wetlands for Missouri: X X X X X X -Identify candidate reference wetlands.
ENT-5b83c59d48e2ab46a114,2026,2026,date,DOC007,DOC007-C0001,0.98,2026.
ENT-c6d19344f63635ceb172,2026,2026,date,DOC008,DOC008-C0001,0.98,2026.
ENT-a196873a17581a21d7ab,2026,2026,date,DOC014,DOC014-C0004,0.98,"2026, Fall Flights is building momentum toward a $6 million annual goal, aligning with the 40th anniversary of the N A W M P ."
ENT-d07a7de617cbd064f68a,2026,2026,date,DOC022,DOC022-C0001,0.98,2026 Endangered Species Act Celebrating the American Alligator The American alligator is considered one of the greatest endangered species success stories in the world.
ENT-1c01d71aa0def707eccb,2026,2026,date,DOC022,DOC022-C0002,0.98,2026 Endangered Species Act Celebrating the American Alligator The American alligator is considered one of the greatest endangered species success stories in the world.
ENT-840420f0458da8ef722d,2026,2026,date,DOC023,DOC023-C0001,0.98,2026
ENT-ab9af1e17302a4671d20,2026,2026,date,DOC024,DOC024-C0001,0.98,2026 A Tale of Two Islands and the Future of an Ocean Sentinel Seabird EcoNews - Vol.
ENT-bcca91a29e3f83113f5b,2026,2026,date,DOC026,DOC026-C0001,0.98,2026 Science and Technology Nebraska community college works with the U.S.
ENT-0c886ed5acd5d21abb75,2026,2026,date,DOC026,DOC026-C0002,0.98,"2026 Recreation New Federal Duck Stamp Goes on Sale, Supporting Wetland Conservation Across America Hunters, bird watchers, stamp collectors, and artists celebrated as the 2026-2027 Federal Migratory Bird Hunting and Conserv"
ENT-48ad651041ee747ee32a,2026,2026,date,DOC026,DOC026-C0003,0.98,2026 in St.
ENT-fe9060b6f803114ceb9a,2026,2026,date,DOC029,DOC029-C0001,0.98,"2026 mission, technical divers successfully propagated 16 mesophotic coral fragments in the field to start new colonies to help restore habitats injured by the Deepwater Horizon oil spill."
ENT-97c5d186ce0cf10d9072,2026,2026,date,DOC029,DOC029-C0007,0.98,2026 Aleutian Islands Survey Bottom Temperature Maps NOAA Fisheries' Alaska Fisheries Science Center Groundfish Assessment Program is conducting the...
ENT-717f46410ca15c7369fc,2026,2026,date,DOC029,DOC029-C0008,0.98,2026 Aleutian Islands Survey Bottom Temperature Maps NOAA Fisheries' Alaska Fisheries Science Center Groundfish Assessment Program is conducting the...
ENT-33ecd2ba9dd6386f4f04,2026,2026,date,DOC030,DOC030-C0001,0.98,[2026].
ENT-343e828cb28af94fd10d,2026-2027,2026-2027,date,DOC026,DOC026-C0001,0.98,2026-2027 Federal Migratory Bird Hunting and Conservation Stamp – commonly known as the Duck Stamp – went on sale.
ENT-3b6750767af8e7fc778f,2026-2027,2026-2027,date,DOC026,DOC026-C0002,0.98,2026-2027 Federal Migratory Bird Hunting and Conservation Stamp – commonly known as the Duck Stamp – went on sale.
ENT-3909da98d1c67fb91c78,2027,2027,date,DOC002,DOC002-C0002,0.98,"2027 2028 The department’s Water Protection Program will continue to maintain a webpage dedicated to the promotion of wetland resources, wetland research, and X X X X X X collaborative projects."
ENT-bd86373a02b357f22b78,2027,2027,date,DOC002,DOC002-C0003,0.98,"2027 2028 The department and MU will continue to collaborate on the ways in which Geographic Information System (GIS) analyses can provide solutions for wetland protection and enhancement, and account for their role in flood"
ENT-cb3ae4b2a8df7c6f779b,2027,2027,date,DOC002,DOC002-C0004,0.98,2027 2028 The department will review requests for Clean Water Act Section 401 Water Quality Certifications.
ENT-70cb4754f1ab836f9044,2027,2027,date,DOC002,DOC002-C0005,0.98,"2027 2028 The department will participate in, and facilitate, the review and approval of wetland mitigation banking and in-lieu fee program instruments; including, review and approval of new wetland mitigation plans for each"
ENT-94f8814f55f8226aa833,2027,2027,date,DOC002,DOC002-C0006,0.98,2027 2028 The 2018 Farm Bill (The Agricultural Act of 2018) rescinded the authorities for Wetland Reserve Program (WRP) and replaced the popular wetland program with the Agricultural Conservation Easement Program (ACEP).
ENT-ec6ba9ee04af5a731190,2027,2027,date,DOC002,DOC002-C0007,0.98,"2027 2028 MDC will continue to manage wetland habitats to provide diverse hydrologic regimes, floristic quality, and plant structure within and across years throughout XMissouri, depending upon infrastructure capabilities, d"
ENT-32ecee7fbef94aace9d4,2027,2027,date,DOC002,DOC002-C0008,0.98,2027 2028 Establish reference wetlands for Missouri: X X X X X X -Identify candidate reference wetlands.
ENT-727445890f97fa792cdd,2027,2027,date,DOC012,DOC012-C0013,0.98,2027.
ENT-95c37b72e534119e69f2,2027,2027,date,DOC012,DOC012-C0014,0.98,2027.
ENT-27e41f68cb2ce50f3839,2027,2027,date,DOC036,DOC036-C0198,0.98,2027.
ENT-402edf1357fc80a79f88,2027,2027,date,DOC036,DOC036-C0199,0.98,2027.
ENT-b1029e48d5c118628b74,2028,2028,date,DOC002,DOC002-C0002,0.98,"2028 The department’s Water Protection Program will continue to maintain a webpage dedicated to the promotion of wetland resources, wetland research, and X X X X X X collaborative projects."
ENT-df6046115a3665cab5be,2028,2028,date,DOC002,DOC002-C0003,0.98,"2028 The department and MU will continue to collaborate on the ways in which Geographic Information System (GIS) analyses can provide solutions for wetland protection and enhancement, and account for their role in flood miti"
ENT-87ff1b306042b0ac154f,2028,2028,date,DOC002,DOC002-C0004,0.98,2028 The department will review requests for Clean Water Act Section 401 Water Quality Certifications.
ENT-243b34aafae78818d60d,2028,2028,date,DOC002,DOC002-C0005,0.98,"2028 The department will participate in, and facilitate, the review and approval of wetland mitigation banking and in-lieu fee program instruments; including, review and approval of new wetland mitigation plans for each addi"
ENT-90e9b96c148348772693,2028,2028,date,DOC002,DOC002-C0006,0.98,2028 The 2018 Farm Bill (The Agricultural Act of 2018) rescinded the authorities for Wetland Reserve Program (WRP) and replaced the popular wetland program with the Agricultural Conservation Easement Program (ACEP).
ENT-eb3ab333c3ce7b27fd46,2028,2028,date,DOC002,DOC002-C0007,0.98,"2028 MDC will continue to manage wetland habitats to provide diverse hydrologic regimes, floristic quality, and plant structure within and across years throughout XMissouri, depending upon infrastructure capabilities, degree"
ENT-30326eae41a1f02d41a4,2028,2028,date,DOC002,DOC002-C0008,0.98,2028 Establish reference wetlands for Missouri: X X X X X X -Identify candidate reference wetlands.
ENT-db34ebe30f9277b7451f,2028-32,2028-32,date,DOC012,DOC012-C0013,0.98,2028–32 during the second fiscal quarter of 2027.
ENT-f0eaeaa588c0ae9b8480,2028-32,2028-32,date,DOC012,DOC012-C0014,0.98,2028–32 during the second fiscal quarter of 2027.
ENT-f45f06f1250b5b94e276,2029,2029,date,DOC012,DOC012-C0005,0.98,2029—Consolidated Appropriations Act 2017 1$5.62 $0.00 H.R.
ENT-2d2c24a3f79281c95c43,2029,2029,date,DOC012,DOC012-C0006,0.98,2029—Consolidated Appropriations Act 2017 1$5.62 $0.00 H.R.
ENT-c71ce04157939844c491,2030,2030,date,DOC032,DOC032-C0006,0.98,"2030 and beyond may only be achieved through transformative3 changes across economic, social, political and technological factors Past and ongoing rapid declines in biodiversity, ecosystem functions and many of nature’s cont"
ENT-2bfb666cb30c4579342c,2030,2030,date,DOC032,DOC032-C0010,0.98,2030 needed to meet 2°C goals with likely co-benefits for biodiversity.
ENT-64a8d8ab850c2c8879a2,2030,2030,date,DOC032,DOC032-C0021,0.98,"2030 and beyond may only be achieved through transformative13 changes across economic, social, political and technological factors 21."
ENT-270b1d2417412aa3f413,2030,2030,date,DOC032,DOC032-C0026,0.98,"2030), all decision makers could contribute to sustainability transformations, including through enhanced and improved implementation and enforcement of effective existing policy instruments and regulations, and the reform a"
ENT-00ca80756c3525021637,2030,2030,date,DOC032,DOC032-C0029,0.98,"2030 will take place in the Global South, major sustainability challenges include addressing, creatively and inclusively, the lack of basic infrastructure (water, sanitation and mobility), the absence of spatial planning and"
ENT-0fc3465e654db21f3783,2030,2030,date,DOC033,DOC033-C0001,0.98,2030 District Holden Forests & Gardens Cleveland Clinic Cleveland Foundation Cleveland Housing Network Cleveland Metroparks Cleveland Metropolitan School District Cleveland Museum of Natural History Cleveland Neighborhood Pr
ENT-5bc5a0d89fe214442023,2030,2030,date,DOC033,DOC033-C0002,0.98,2030.
ENT-0c757b5fb39e4ec085ee,2030,2030,date,DOC033,DOC033-C0003,0.98,2030.
ENT-39b9addc87513ad8f303,2030,2030,date,DOC033,DOC033-C0008,0.98,2030 Goals GHG Emissions (MT of CO2e) in Millions 0 2010 2030 2 4 6 8 10 12 Transportation: 16% Industrial Emissions: 34% Energy Use: 49% Waste: 1% Baseline (2010): 12.8 milion MT CO2e 2030 Goal: 7.7 million MT CO2e Reductio
ENT-a950b46d7eec9d7eb30d,2030,2030,date,DOC033,DOC033-C0009,0.98,2030 Goals GHG Emissions (MT of CO2e) in Millions 0 2010 2030 2 4 6 8 10 12 Transportation: 16% Industrial Emissions: 34% Energy Use: 49% Waste: 1% Baseline (2010): 12.8 milion MT CO2e 2030 Goal: 7.7 million MT CO2e Reductio
ENT-79d8af7ce067b895f726,2030,2030,date,DOC033,DOC033-C0012,0.98,"By 2030, reduce residential and commercial energy use 50% and industrial use by 30%."
ENT-4778460544dcd99bcfde,2030,2030,date,DOC033,DOC033-C0014,0.98,"2030 District signed up 50 building owners (representing 57 million square feet) to reduce energy use, water use, and transportation emissions, all supported by 60+ professional and community partners."
ENT-3fd1812492c8a9320d4c,2030,2030,date,DOC033,DOC033-C0016,0.98,25% of electricity used in Cleveland is supplied by renewable sources by 2030 (15% by 2022) •
ENT-495c26639b57017d7e3a,2030,2030,date,DOC033,DOC033-C0019,0.98,2030 39 Objective 10: Support clean energy policy State and Federal policies focused on clean energy are critical to facilitating renewable energy development.
ENT-d64883ae0e6425eaf2e5,2030,2030,date,DOC033,DOC033-C0020,0.98,"Reduce vehicle miles traveled and the share of vehicles on the road whose only occupant is the driver from 70% to 65% by 2020, 55% by 2030 •"
ENT-16690e82d2b0e3b9890c,2030,2030,date,DOC033,DOC033-C0029,0.98,"2030 District buildings have reduced the water use by 18% saving 97.5 million gallons of water (Cleveland 2030 District, 2017)."
ENT-d549d91392255a32371f,2030,2030,date,DOC033,DOC033-C0030,0.98,Achieve diversion rate of at least 50% by 2030 for both residential and commercial waste in Cuyahoga County (35% by 2022).
ENT-265b8f0d1c4cafdd9da9,2030,2030,date,DOC033,DOC033-C0041,0.98,2030 District.
ENT-6ec160c03cf1e7e262e9,2030,2030,date,DOC033,DOC033-C0042,0.98,2030 District.
ENT-2da207d3036fe087c7b6,2030,2030,date,DOC036,DOC036-C0011,0.98,2030.
ENT-a7021d471127b7154222,2030,2030,date,DOC036,DOC036-C0073,0.98,"2030, the United States will face a turning point in its history when the population of adults age 65 and older will outnumber children under age 18."
ENT-e903e21a4b816b26f06c,2030,2030,date,DOC036,DOC036-C0074,0.98,"2030, with a net gain of 215,000 people."
ENT-350f579a4c7fcd08f61f,2030,2030,date,DOC036,DOC036-C0187,0.98,The first comprehensive revision of CCS is scheduled to be submitted to the USFS and USFWS in 2030.
ENT-ff77bfd3f85f86fe3d78,2030,2030,date,DOC036,DOC036-C0191,0.98,2030.
ENT-84d45666ef9865df9b98,2030,2030,date,DOC036,DOC036-C0225,0.98,2030 if the Slow the Spread program was eliminated.
ENT-9114e55bd6594ebc50e5,2036,2036,date,DOC006,DOC006-C0011,0.98,"2036(a) and 2039 of the Water Resources Development Act of 2007 (WRDA 2007) to mitigate for fish and wildlife as well as wetlands losses and monitor and adaptively manage ecosystem restoration projects, respectively."
